"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","Extroversion","Neuroticism","Agreeableness","Conscientiousness","openness"
15,"Female","IN",1,1,1,5,5,5,2,5,1,1,5,1,5,5,5,0.2,1,0.53,0.47,1
16,"Female","AE",1,4,5,5,5,5,5,5,5,4,5,4,3,5,2,0.67,1,1,0.87,0.67
20,"Unanswered","LT",3,4,3,3,5,3,5,5,5,2,5,2,5,5,5,0.67,0.73,1,0.6,1
19,"Female","PK",1,1,1,1,2,4,1,1,1,1,3,1,1,4,4,0.2,0.47,0.2,0.33,0.6
42,"Unanswered","GB",3,3,4,4,5,5,4,5,4,2,4,2,5,5,3,0.67,0.93,0.87,0.53,0.87
19,"Female","MY",2,2,3,3,4,3,4,4,4,4,3,3,4,4,4,0.47,0.67,0.8,0.67,0.8
18,"Unanswered","BT",1,1,5,5,5,4,4,3,1,5,4,4,4,4,3,0.47,0.93,0.53,0.87,0.73
17,"Female","ID",1,3,2,2,3,2,2,3,3,4,3,4,3,4,3,0.4,0.47,0.53,0.73,0.67
15,"Unanswered","DE",1,1,2,5,5,5,4,3,3,3,4,1,5,5,4,0.27,1,0.67,0.53,0.93
42,"Unanswered","DK",3,5,5,1,2,1,5,5,5,4,3,1,5,5,4,0.87,0.27,1,0.53,0.93
25,"Unanswered","US",1,3,3,5,5,5,5,5,4,2,3,2,3,5,3,0.47,1,0.93,0.47,0.73
15,"Female","CA",2,3,2,5,4,3,4,4,3,3,4,1,3,3,3,0.47,0.8,0.73,0.53,0.6
17,"Unanswered","IN",1,5,5,5,5,5,3,5,4,2,5,5,5,4,4,0.73,1,0.8,0.8,0.87
16,"Unanswered","IN",3,5,3,5,5,5,4,5,5,1,1,1,5,5,5,0.73,1,0.93,0.2,1
26,"Female","AR",2,4,5,3,5,4,4,4,4,4,5,5,5,4,4,0.73,0.8,0.8,0.93,0.87
19,"Other","RO",1,2,1,2,2,2,2,4,3,2,3,1,5,4,3,0.27,0.4,0.6,0.4,0.8
37,"Unanswered","RS",1,3,3,4,5,2,3,4,3,5,4,4,4,5,3,0.47,0.73,0.67,0.87,0.8
24,"Female","IN",3,4,2,4,5,5,3,5,4,3,5,3,4,4,4,0.6,0.93,0.8,0.73,0.8
19,"Unanswered","PH",5,4,2,3,3,2,4,4,5,3,2,1,4,5,3,0.73,0.53,0.87,0.4,0.8
36,"Female","US",1,2,2,3,4,1,4,5,5,2,3,4,4,4,5,0.33,0.53,0.93,0.6,0.87
16,"Female","IN",3,4,4,4,3,4,4,4,3,2,4,2,3,4,4,0.73,0.73,0.73,0.53,0.73
24,"Female","IN",3,4,3,2,4,4,3,4,4,3,5,3,4,5,4,0.67,0.67,0.73,0.73,0.87
26,"Unanswered","GH",4,5,5,3,3,2,4,3,5,4,5,5,4,3,5,0.93,0.53,0.8,0.93,0.8
20,"Female","PH",1,5,4,5,5,4,5,5,5,3,5,4,4,5,5,0.67,0.93,1,0.8,0.93
38,"Unanswered","NL",1,1,1,5,5,5,2,3,3,1,2,4,4,3,2,0.2,1,0.53,0.47,0.6
15,"Unanswered","US",1,1,1,4,4,1,3,3,3,5,4,2,5,4,5,0.2,0.6,0.6,0.73,0.93
17,"Unanswered","DK",2,3,2,3,4,3,4,3,3,4,4,3,5,3,4,0.47,0.67,0.67,0.73,0.8
22,"Female","AU",1,3,1,4,5,4,4,5,3,3,4,4,5,5,1,0.33,0.87,0.8,0.73,0.73
20,"Unanswered","MU",4,5,4,4,4,2,5,5,5,5,5,5,1,5,5,0.87,0.67,1,1,0.73
27,"Unanswered","KE",1,3,3,1,1,1,5,5,1,5,5,1,5,5,2,0.47,0.2,0.73,0.73,0.8
42,"Unanswered","PH",3,4,5,5,5,3,4,5,4,4,5,5,5,5,5,0.8,0.87,0.87,0.93,1
25,"Unanswered","GB",2,3,3,3,4,3,4,5,3,4,5,4,4,4,4,0.53,0.67,0.8,0.87,0.8
39,"Unanswered","US",4,5,5,4,4,3,5,4,4,5,4,5,4,4,4,0.93,0.73,0.87,0.93,0.8
23,"Female","IN",3,4,2,4,4,2,2,2,4,2,4,3,3,4,4,0.6,0.67,0.53,0.6,0.73
14,"Unanswered","PH",1,1,2,5,5,5,3,3,3,3,2,1,5,1,4,0.27,1,0.6,0.4,0.67
21,"Unanswered","GB",3,5,5,4,4,1,4,3,5,5,2,4,3,3,3,0.87,0.6,0.8,0.73,0.6
43,"Unanswered","US",2,2,3,4,3,3,2,4,3,4,4,4,5,5,5,0.47,0.67,0.6,0.8,1
20,"Unanswered","BR",1,1,1,5,5,5,3,3,1,1,3,3,2,2,2,0.2,1,0.47,0.47,0.4
19,"Unanswered","HR",2,1,1,5,4,5,4,3,3,2,5,1,5,4,5,0.27,0.93,0.67,0.53,0.93
29,"Unanswered","GB",5,5,4,5,4,4,4,4,5,3,3,3,4,4,5,0.93,0.87,0.87,0.6,0.87
23,"Unanswered","GB",3,5,5,3,5,4,4,5,5,5,5,5,5,5,5,0.87,0.8,0.93,1,1
13,"Female","GB",1,3,1,1,3,1,1,5,5,1,5,2,4,5,3,0.33,0.33,0.73,0.53,0.8
17,"Unanswered","GB",4,4,4,4,5,5,4,4,4,3,4,3,3,4,2,0.8,0.93,0.8,0.67,0.6
21,"Unanswered","PH",4,4,2,1,2,2,4,4,4,2,2,1,3,4,3,0.67,0.33,0.8,0.33,0.67
35,"Female","US",3,4,5,3,4,2,4,5,4,4,4,5,4,5,4,0.8,0.6,0.87,0.87,0.87
29,"Unanswered","US",3,5,5,5,4,4,5,5,5,3,5,4,5,4,4,0.87,0.87,1,0.8,0.87
13,"Female","US",3,3,4,1,2,1,3,4,4,4,4,5,5,4,5,0.67,0.27,0.73,0.87,0.93
13,"Unanswered","US",2,4,3,1,2,2,2,4,2,5,3,3,1,3,3,0.6,0.33,0.53,0.73,0.47
13,"Female","US",2,2,2,1,2,1,4,1,3,4,3,1,4,5,2,0.4,0.27,0.53,0.53,0.73
13,"Female","US",3,3,2,4,5,5,4,3,4,4,3,3,5,5,5,0.53,0.93,0.73,0.67,1
13,"Unanswered","US",4,4,4,3,3,3,4,3,3,4,4,3,3,3,3,0.8,0.6,0.67,0.73,0.6
13,"Unanswered","US",4,3,4,5,5,4,4,4,5,5,5,5,4,3,4,0.73,0.93,0.87,1,0.73
13,"Female","US",5,5,4,4,3,2,5,3,3,2,5,3,5,5,5,0.93,0.6,0.73,0.67,1
13,"Female","US",4,4,5,1,1,1,3,4,2,5,4,3,4,4,5,0.87,0.2,0.6,0.8,0.87
13,"Unanswered","US",4,4,4,2,2,2,4,3,4,4,4,3,4,4,4,0.8,0.4,0.73,0.73,0.8
13,"Female","US",1,5,5,4,5,1,5,1,3,1,3,3,4,5,5,0.73,0.67,0.6,0.47,0.93
13,"Unanswered","US",3,4,4,4,5,5,4,4,4,1,2,2,3,1,3,0.73,0.93,0.8,0.33,0.47
14,"Female","US",5,4,5,2,2,2,4,5,3,3,3,3,4,5,5,0.93,0.4,0.8,0.6,0.93
13,"Unanswered","US",2,3,3,3,4,2,3,4,3,4,4,4,2,4,5,0.53,0.6,0.67,0.8,0.73
13,"Female","US",5,4,4,2,4,1,4,3,3,4,3,4,1,2,2,0.87,0.47,0.67,0.73,0.33
13,"Unanswered","US",3,5,5,3,5,5,5,3,3,4,5,5,4,3,3,0.87,0.87,0.73,0.93,0.67
14,"Female","US",1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0.2,0.2,0.2,0.2,0.47
13,"Female","US",3,5,5,1,1,1,5,5,5,5,5,5,5,5,5,0.87,0.2,1,1,1
13,"Female","US",5,5,5,1,1,1,4,3,2,4,4,2,2,3,4,1,0.2,0.6,0.67,0.6
13,"Female","US",5,5,5,1,1,1,5,3,3,5,5,5,5,5,5,1,0.2,0.73,1,1
14,"Unanswered","US",3,3,2,2,3,2,5,4,5,3,2,3,4,2,3,0.53,0.47,0.93,0.53,0.6
13,"Unanswered","US",5,5,5,2,1,1,5,5,5,5,5,5,5,5,5,1,0.27,1,1,1
13,"Female","US",1,2,2,4,4,4,3,2,2,3,3,5,5,2,2,0.33,0.8,0.47,0.73,0.6
13,"Unanswered","US",5,5,5,1,3,1,4,4,5,1,3,1,4,1,4,1,0.33,0.87,0.33,0.6
14,"Female","US",4,5,5,5,5,3,5,5,3,2,5,4,5,3,5,0.93,0.87,0.87,0.73,0.87
25,"Female","SG",4,2,1,4,2,1,2,2,4,4,5,2,5,4,5,0.47,0.47,0.53,0.73,0.93
13,"Unanswered","US",5,1,5,2,3,2,5,4,3,4,4,4,4,4,3,0.73,0.47,0.8,0.8,0.73
13,"Female","US",5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,0.2,1,1,1
24,"Unanswered","PK",5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,0.73,1,0.73,1,1
42,"Unanswered","HR",2,3,3,2,3,3,4,4,3,3,4,3,4,4,4,0.53,0.53,0.73,0.67,0.8
33,"Female","SE",5,5,5,1,3,1,5,5,4,5,5,2,3,5,5,1,0.33,0.93,0.8,0.87
20,"Unanswered","(nu",3,4,3,4,5,3,4,4,5,4,4,4,5,4,5,0.67,0.8,0.87,0.8,0.93
41,"Unanswered","US",3,5,5,1,4,1,5,5,5,4,5,5,5,5,5,0.87,0.4,1,0.93,1
26,"Unanswered","US",4,5,5,4,4,2,5,4,5,3,4,2,4,5,4,0.93,0.67,0.93,0.6,0.87
17,"Female","US",5,5,5,3,5,5,3,3,3,1,2,3,5,4,5,1,0.87,0.6,0.4,0.93
38,"Unanswered","US",4,4,4,2,2,2,3,4,4,3,3,2,4,4,5,0.8,0.4,0.73,0.53,0.87
17,"Female","US",2,5,5,1,1,1,5,4,4,2,4,4,5,4,4,0.8,0.2,0.87,0.67,0.87
35,"Unanswered","US",1,5,2,2,1,2,5,5,5,5,5,5,3,5,5,0.53,0.33,1,1,0.87
21,"Female","AU",2,1,2,2,3,2,1,2,2,4,4,3,2,2,2,0.33,0.47,0.33,0.73,0.4
21,"Female","IN",4,2,2,4,2,4,3,2,3,2,4,3,3,4,3,0.53,0.67,0.53,0.6,0.67
27,"Unanswered","US",3,5,5,3,5,3,5,5,5,2,4,2,5,5,4,0.87,0.73,1,0.53,0.93
17,"Unanswered","US",1,3,2,5,5,2,5,5,3,4,5,4,5,5,4,0.4,0.8,0.87,0.87,0.93
28,"Unanswered","US",4,5,5,4,4,4,5,5,5,2,4,5,4,5,4,0.93,0.8,1,0.73,0.87
14,"Unanswered","CA",3,4,3,3,4,3,3,4,3,4,4,3,4,5,4,0.67,0.67,0.67,0.73,0.87
17,"Unanswered","US",3,3,3,4,4,2,5,4,4,4,4,4,4,5,4,0.6,0.67,0.87,0.8,0.87
17,"Unanswered","US",4,5,4,2,4,4,3,4,4,4,2,2,3,4,5,0.87,0.67,0.73,0.53,0.8
17,"Female","US",3,3,4,2,4,3,4,3,3,3,4,5,3,4,4,0.67,0.6,0.67,0.8,0.73
16,"Unanswered","US",3,5,4,2,2,1,5,5,4,3,4,3,3,3,3,0.8,0.33,0.93,0.67,0.6
16,"Female","US",4,3,5,3,3,5,3,3,3,4,4,4,4,4,4,0.8,0.73,0.6,0.8,0.8
16,"Unanswered","US",2,5,5,4,5,3,5,5,5,4,5,5,5,5,5,0.8,0.8,1,0.93,1
17,"Female","US",3,3,4,2,3,2,4,4,4,4,4,4,4,4,3,0.67,0.47,0.8,0.8,0.73
15,"Unanswered","US",1,4,3,5,5,4,3,1,2,5,5,5,4,4,2,0.53,0.93,0.4,1,0.67
16,"Unanswered","US",3,2,4,4,5,4,5,5,4,4,5,3,4,5,4,0.6,0.87,0.93,0.8,0.87
16,"Female","US",3,3,4,2,3,2,3,2,4,3,4,4,4,4,4,0.67,0.47,0.6,0.73,0.8
1997,"Unanswered","US",3,3,3,4,4,4,4,5,1,1,3,5,4,1,2,0.6,0.8,0.67,0.6,0.47
17,"Unanswered","US",2,5,4,5,5,5,3,4,3,5,5,5,4,4,3,0.73,1,0.67,1,0.73
16,"Female","AT",1,2,2,5,3,5,3,4,2,2,3,1,4,4,3,0.33,0.87,0.6,0.4,0.73
17,"Unanswered","US",2,3,2,3,3,3,2,3,4,3,3,4,4,3,3,0.47,0.6,0.6,0.67,0.67
33,"Unanswered","US",2,3,3,5,5,3,3,4,4,5,5,3,4,5,4,0.53,0.87,0.73,0.87,0.87
18,"Female","US",4,2,4,5,5,4,2,2,3,4,5,2,4,3,4,0.67,0.93,0.47,0.73,0.73
20,"Female","US",5,5,5,2,2,2,5,3,5,3,4,3,5,5,5,1,0.4,0.87,0.67,1
40,"Unanswered","NO",1,1,1,5,5,5,3,5,4,2,3,2,4,4,4,0.2,1,0.8,0.47,0.8
19,"Unanswered","SE",1,2,2,4,4,2,3,4,3,3,2,1,4,2,4,0.33,0.67,0.67,0.4,0.67
24,"Unanswered","US",1,2,3,4,4,4,2,5,3,4,5,1,5,5,5,0.4,0.8,0.67,0.67,1
17,"Female","ID",2,3,3,4,4,4,2,3,2,3,4,1,3,3,2,0.53,0.8,0.47,0.53,0.53
18,"Female","TZ",3,5,5,4,3,4,5,3,4,1,5,1,5,5,5,0.87,0.73,0.8,0.47,1
15,"Unanswered","SG",1,1,1,5,5,5,5,2,1,3,3,3,5,5,5,0.2,1,0.53,0.6,1
17,"Female","US",1,2,2,1,2,1,4,4,3,3,4,2,5,5,2,0.33,0.27,0.73,0.6,0.8
19,"Unanswered","SK",4,3,3,5,3,4,3,3,3,2,3,3,5,3,5,0.67,0.8,0.6,0.53,0.87
24,"Unanswered","US",3,3,4,5,5,5,5,5,3,5,5,5,5,5,5,0.67,1,0.87,1,1
32,"Unanswered","US",1,3,3,5,4,3,3,4,3,3,4,3,3,4,3,0.47,0.8,0.67,0.67,0.67
20,"Unanswered","FI",2,3,3,5,5,4,3,3,3,4,4,3,5,4,3,0.53,0.93,0.6,0.73,0.8
30,"Female","US",2,4,3,4,5,2,5,5,4,3,4,2,4,5,4,0.6,0.73,0.93,0.6,0.87
16,"Unanswered","ES",1,1,3,4,5,5,2,3,2,3,4,2,5,5,4,0.33,0.93,0.47,0.6,0.93
34,"Female","US",2,3,4,5,5,5,2,4,5,4,4,4,3,5,4,0.6,1,0.73,0.8,0.8
31,"Unanswered","RS",3,4,4,5,5,4,5,5,4,4,5,4,5,4,3,0.73,0.93,0.93,0.87,0.8
27,"Unanswered","US",5,5,5,1,3,1,5,3,5,1,3,3,1,1,1,1,0.33,0.87,0.47,0.2
55,"Unanswered","US",3,3,5,2,3,5,2,5,5,2,5,4,3,5,5,0.73,0.67,0.8,0.73,0.87
35,"Unanswered","SE",4,4,4,3,4,2,3,3,3,4,2,4,5,4,4,0.8,0.6,0.6,0.67,0.87
60,"Female","US",1,4,2,1,4,1,3,2,4,4,2,2,5,5,5,0.47,0.4,0.6,0.53,1
48,"Female","CA",1,4,4,1,3,2,4,4,3,2,2,5,2,3,3,0.6,0.4,0.73,0.6,0.53
32,"Female","US",1,1,1,4,4,4,4,2,1,3,4,4,5,5,5,0.2,0.8,0.47,0.73,1
60,"Female","NL",2,3,4,1,3,1,3,3,4,2,3,4,2,3,4,0.6,0.33,0.67,0.6,0.6
58,"Unanswered","US",3,4,5,1,4,1,5,5,5,1,5,1,5,5,5,0.8,0.4,1,0.47,1
22,"Female","BE",2,2,2,2,4,2,4,3,2,3,4,2,4,5,3,0.4,0.53,0.6,0.6,0.8
23,"Unanswered","US",5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,1,0.8,0.93,1,1
19,"Female","LT",3,4,2,4,4,4,4,4,3,2,4,2,4,4,3,0.6,0.8,0.73,0.53,0.73
24,"Unanswered","US",4,4,5,4,4,2,5,5,4,2,4,5,2,4,4,0.87,0.67,0.93,0.73,0.67
25,"Unanswered",NA,1,2,4,5,5,3,3,3,3,3,3,3,4,4,4,0.47,0.87,0.6,0.6,0.8
45,"Unanswered","NO",1,4,5,3,2,2,5,5,4,4,3,5,2,5,4,0.67,0.47,0.93,0.8,0.73
25,"Female","HU",1,3,2,3,4,1,4,4,2,2,4,2,5,4,5,0.4,0.53,0.67,0.53,0.93
25,"Unanswered","RU",3,5,5,2,2,2,4,5,4,3,4,3,5,4,5,0.87,0.4,0.87,0.67,0.93
14,"Unanswered","US",2,1,2,3,4,3,2,1,1,4,4,3,3,4,3,0.33,0.67,0.27,0.73,0.67
20,"Unanswered","UG",1,5,2,4,1,1,5,5,5,5,4,5,5,3,2,0.53,0.4,1,0.93,0.67
20,"Unanswered","US",4,5,4,5,4,4,1,5,4,3,4,4,5,4,4,0.87,0.87,0.67,0.73,0.87
17,"Unanswered","US",3,4,4,2,3,3,4,4,5,4,5,2,5,5,4,0.73,0.53,0.87,0.73,0.93
22,"Female","BR",3,3,2,4,4,5,4,4,3,2,3,2,4,4,4,0.53,0.87,0.73,0.47,0.8
30,"Unanswered","US",2,3,2,4,4,3,5,5,5,4,5,5,5,3,4,0.47,0.73,1,0.93,0.8
29,"Unanswered","US",3,3,5,1,3,2,3,5,3,1,1,3,5,5,5,0.73,0.4,0.73,0.33,1
22,"Unanswered","US",2,4,3,2,3,1,4,3,3,5,4,4,5,4,3,0.6,0.4,0.67,0.87,0.8
15,"Unanswered","GB",1,1,2,5,5,4,4,5,4,2,3,2,5,2,4,0.27,0.93,0.87,0.47,0.73
13,"Unanswered","GB",3,3,2,5,5,5,4,4,2,2,3,3,2,2,3,0.53,1,0.67,0.53,0.47
14,"Unanswered","US",1,3,2,4,4,4,3,5,4,4,2,3,5,5,5,0.4,0.8,0.8,0.6,1
18,"Unanswered","US",2,3,3,2,4,2,4,4,3,4,4,3,4,4,3,0.53,0.53,0.73,0.73,0.73
38,"Female","PT",2,2,1,5,5,5,1,3,3,1,4,3,4,4,4,0.33,1,0.47,0.53,0.8
18,"Unanswered","US",3,3,3,5,3,3,3,5,5,5,3,5,3,4,3,0.6,0.73,0.87,0.87,0.67
30,"Unanswered","GB",2,3,2,4,5,4,4,4,4,4,5,3,5,4,4,0.47,0.87,0.8,0.8,0.87
19,"Unanswered","GB",1,2,1,3,4,3,3,4,3,2,4,2,5,3,4,0.27,0.67,0.67,0.53,0.8
32,"Female","GB",4,3,4,4,5,2,4,5,4,3,5,4,5,4,4,0.73,0.73,0.87,0.8,0.87
18,"Female","AU",2,4,4,4,4,4,4,4,3,3,4,3,5,4,5,0.67,0.8,0.73,0.67,0.93
28,"Female","DE",1,3,2,1,3,1,3,3,4,3,5,3,5,3,5,0.4,0.33,0.67,0.73,0.87
55,"Unanswered","US",3,5,5,3,5,2,5,5,4,4,5,3,5,3,5,0.87,0.67,0.93,0.8,0.87
31,"Female","CA",3,2,4,5,5,4,3,5,4,3,3,4,4,3,3,0.6,0.93,0.8,0.67,0.67
23,"Unanswered","US",1,3,2,2,4,1,3,3,3,4,4,2,2,5,3,0.4,0.47,0.6,0.67,0.67
16,"Female","US",2,1,4,2,5,2,5,2,1,4,5,4,5,5,5,0.47,0.6,0.53,0.87,1
17,"Unanswered","US",3,5,5,4,5,3,5,4,5,5,3,4,5,5,5,0.87,0.8,0.93,0.8,1
14,"Unanswered","US",2,1,2,5,5,3,4,5,3,4,5,2,5,3,4,0.33,0.87,0.8,0.73,0.8
43,"Unanswered","US",1,3,3,2,2,1,4,5,5,3,4,1,4,4,3,0.47,0.33,0.93,0.53,0.73
44,"Unanswered","CA",3,4,3,5,5,4,4,5,4,4,5,5,4,5,4,0.67,0.93,0.87,0.93,0.87
21,"Unanswered","ZA",4,2,4,4,4,2,5,5,4,5,4,5,5,5,5,0.67,0.67,0.93,0.93,1
22,"Unanswered","FR",3,3,4,4,4,4,3,5,3,5,4,3,4,5,4,0.67,0.8,0.73,0.8,0.87
19,"Unanswered","CA",2,4,3,4,4,3,5,5,2,4,3,4,2,3,2,0.6,0.73,0.8,0.73,0.47
42,"Unanswered","CA",4,3,3,3,4,3,4,5,4,4,4,4,4,4,4,0.67,0.67,0.87,0.8,0.8
17,"Other","US",1,2,4,3,5,1,4,5,4,4,5,4,5,5,4,0.47,0.6,0.87,0.87,0.93
39,"Unanswered","US",4,4,4,3,3,2,5,5,4,3,4,2,5,4,4,0.8,0.53,0.93,0.6,0.87
20,"Unanswered","AR",1,2,2,5,5,5,4,4,2,4,4,1,4,3,3,0.33,1,0.67,0.6,0.67
18,"Female","US",2,4,3,4,4,2,3,2,3,5,3,4,3,4,4,0.6,0.67,0.53,0.8,0.73
14,"Female","US",5,3,4,3,2,1,3,1,3,5,5,3,4,5,5,0.8,0.4,0.47,0.87,0.93
18,"Female","MY",1,5,4,3,4,1,4,5,4,5,4,3,5,4,4,0.67,0.53,0.87,0.8,0.87
25,"Female","US",4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,0.8,0.73,0.8,0.67,0.73
17,"Female","US",1,2,1,1,2,1,2,1,2,4,4,4,1,4,2,0.27,0.27,0.33,0.8,0.47
21,"Female","US",2,3,2,4,3,3,4,4,5,3,4,3,4,4,5,0.47,0.67,0.87,0.67,0.87
13,"Unanswered","CA",1,3,2,4,5,1,3,4,4,4,5,4,3,4,2,0.4,0.67,0.73,0.87,0.6
36,"Female","US",5,5,5,2,3,2,5,2,2,2,3,4,4,5,4,1,0.47,0.6,0.6,0.87
17,"Female","CA",1,2,1,3,5,2,2,3,3,2,4,2,3,4,3,0.27,0.67,0.53,0.53,0.67
30,"Unanswered","US",1,1,1,4,5,4,1,3,1,3,4,4,4,3,4,0.2,0.87,0.33,0.73,0.73
24,"Unanswered","HK",2,4,3,5,5,5,4,3,3,4,4,5,2,2,2,0.6,1,0.67,0.87,0.4
16,"Unanswered","BR",1,2,2,3,3,3,3,4,3,2,4,1,5,3,3,0.33,0.6,0.67,0.47,0.73
16,"Unanswered","CO",2,3,3,1,3,2,5,5,4,3,4,1,5,5,4,0.53,0.4,0.93,0.53,0.93
51,"Female","US",2,2,2,4,5,5,3,3,3,4,4,3,2,3,2,0.4,0.93,0.6,0.73,0.47
20,"Female","PK",4,5,5,2,2,2,5,5,4,5,5,5,4,4,4,0.93,0.4,0.93,1,0.8
43,"Female","US",4,4,4,4,5,4,5,5,4,2,5,4,5,5,5,0.8,0.87,0.93,0.73,1
25,"Female","US",1,2,1,4,5,2,2,4,5,4,5,3,4,5,5,0.27,0.73,0.73,0.8,0.93
28,"Female","US",5,2,5,5,5,5,5,4,3,4,4,4,5,4,5,0.8,1,0.8,0.8,0.93
13,"Unanswered","US",2,2,3,3,5,3,4,5,4,5,5,3,3,5,4,0.47,0.73,0.87,0.87,0.8
49,"Unanswered","NZ",2,5,4,3,5,5,4,5,4,5,5,4,5,5,5,0.73,0.87,0.87,0.93,1
17,"Female","AE",4,4,5,3,3,3,5,5,3,4,4,3,5,5,5,0.87,0.6,0.87,0.73,1
19,"Unanswered","US",1,3,2,5,4,3,3,3,3,4,3,3,3,3,3,0.4,0.8,0.6,0.67,0.6
37,"Unanswered","IN",1,1,2,4,5,5,4,5,4,4,5,5,5,3,3,0.27,0.93,0.87,0.93,0.73
23,"Female","PH",1,3,5,5,4,5,5,5,3,3,4,4,3,4,5,0.6,0.93,0.87,0.73,0.8
21,"Female","MY",2,3,2,3,5,4,4,3,2,2,4,2,4,4,4,0.47,0.8,0.6,0.53,0.8
29,"Unanswered","CA",1,4,4,5,5,5,4,2,3,4,5,5,5,3,3,0.6,1,0.6,0.93,0.73
24,"Unanswered","US",4,5,5,4,5,4,5,5,5,2,5,3,5,4,4,0.93,0.87,1,0.67,0.87
16,"Unanswered","PH",1,1,1,5,5,5,2,5,1,3,5,5,5,5,5,0.2,1,0.53,0.87,1
17,"Female","US",4,4,2,1,1,1,2,3,2,5,5,2,4,4,3,0.67,0.2,0.47,0.8,0.73
20,"Female","IN",3,4,2,2,4,2,5,2,3,4,4,3,4,4,4,0.6,0.53,0.67,0.73,0.8
21,"Female","MY",1,2,1,2,4,2,3,3,1,4,4,4,3,4,3,0.27,0.53,0.47,0.8,0.67
17,"Unanswered","PH",5,4,5,4,5,4,5,3,5,3,3,4,3,4,3,0.93,0.87,0.87,0.67,0.67
60,"Female","US",5,5,5,4,4,4,5,4,4,5,4,4,5,5,5,1,0.8,0.87,0.87,1
22,"Unanswered","IN",3,5,5,2,5,5,4,5,3,5,2,5,5,4,5,0.87,0.8,0.8,0.8,0.93
44,"Female","US",4,1,1,5,4,5,1,2,4,3,4,4,5,4,4,0.4,0.93,0.47,0.73,0.87
58,"Unanswered","US",3,5,4,3,3,3,4,4,5,4,3,3,4,4,4,0.8,0.6,0.87,0.67,0.8
16,"Unanswered","US",2,2,3,4,5,4,5,2,1,4,5,5,5,5,5,0.47,0.87,0.53,0.93,1
16,"Female","NZ",4,5,5,4,4,1,5,5,4,4,4,2,5,5,5,0.93,0.6,0.93,0.67,1
19,"Unanswered","US",1,2,1,5,5,4,1,3,2,2,3,3,5,4,5,0.27,0.93,0.4,0.53,0.93
46,"Unanswered","US",1,3,4,2,2,3,4,2,2,2,3,2,5,2,5,0.53,0.47,0.53,0.47,0.8
21,"Unanswered","IN",4,5,4,3,4,3,5,4,4,4,4,3,3,5,4,0.87,0.67,0.87,0.73,0.8
21,"Unanswered","IN",5,1,1,1,5,5,1,5,5,1,5,1,5,5,5,0.47,0.73,0.73,0.47,1
23,"Unanswered","US",2,3,5,5,5,4,4,4,3,4,5,3,5,4,4,0.67,0.93,0.73,0.8,0.87
18,"Unanswered","PH",3,4,4,2,3,1,5,5,3,4,5,4,3,5,2,0.73,0.4,0.87,0.87,0.67
16,"Female","AU",3,2,2,2,2,4,1,3,4,3,5,3,4,5,5,0.47,0.53,0.53,0.73,0.93
22,"Unanswered","MY",3,4,4,3,3,2,2,4,4,3,2,3,2,2,2,0.73,0.53,0.67,0.53,0.4
24,"Unanswered","ID",3,5,5,1,1,2,5,4,3,3,3,2,2,4,2,0.87,0.27,0.8,0.53,0.53
21,"Unanswered","US",2,2,2,5,5,4,4,2,2,5,5,5,5,5,5,0.4,0.93,0.53,1,1
39,"Unanswered","NZ",1,1,4,2,2,1,2,2,4,3,4,1,4,4,4,0.4,0.33,0.53,0.53,0.8
18,"Unanswered","IN",4,3,5,5,5,5,5,4,5,3,4,4,5,4,4,0.8,1,0.93,0.73,0.87
20,"Female","ID",2,4,3,4,5,5,4,5,3,4,4,4,5,3,2,0.6,0.93,0.8,0.8,0.67
20,"Female","ID",2,4,3,4,5,4,4,5,4,4,5,4,4,3,3,0.6,0.87,0.87,0.87,0.67
47,"Female","IN",1,3,3,2,2,5,5,5,5,5,5,5,5,5,5,0.47,0.6,1,1,1
17,"Unanswered","PH",3,4,4,2,2,1,5,5,5,3,5,5,5,4,5,0.73,0.33,1,0.87,0.93
23,"Female","RO",3,4,4,2,4,2,4,2,2,4,5,4,4,5,5,0.73,0.53,0.53,0.87,0.93
22,"Unanswered","US",3,3,3,4,4,3,3,3,3,5,5,2,5,5,5,0.6,0.73,0.6,0.8,1
22,"Female","US",2,2,4,5,5,5,3,4,2,3,4,4,5,4,5,0.53,1,0.6,0.73,0.93
18,"Female","PH",5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,0.2,1,1,1
23,"Female","AU",1,2,3,3,4,4,5,3,2,2,4,2,3,2,4,0.4,0.73,0.67,0.53,0.6
27,"Female","US",3,1,1,1,5,1,5,5,1,5,5,5,5,5,4,0.33,0.47,0.73,1,0.93
37,"Female","RU",2,3,2,2,3,2,5,3,3,3,3,2,4,3,4,0.47,0.47,0.73,0.53,0.73
26,"Unanswered","GB",3,5,5,2,4,2,4,4,5,3,3,4,4,2,4,0.87,0.53,0.87,0.67,0.67
15,"Female","GB",1,3,4,4,5,2,3,4,4,1,4,2,4,4,5,0.53,0.73,0.73,0.47,0.87
